Index,Is Reference,Name,Brightest Detector,ra,dec,t90,Binsize,Distance,Sigma
352,0,GRB181227262,n2,24.22,-56.12,13.184,1.0,68566.0,385.26
221,1,GRB150204272,n7,160.24,-64.04,11.008,1.0,0.0,
233,0,GRB140422194,na,164.54,-62.62,361.472,1.0,34236.0,339.62
238,0,GRB121217313,n9,153.71,-62.35,828.672,1.0,356882.0,3610.313
248,0,GRB150802127,n5,151.53,-62.08,313.093,1.0,19127.0,186.459
249,0,GRB130406288,n9,157.78,-62.05,7.936,1.0,13225.0,126.63
265,0,GRB080719529,n6,153.2,-61.3,16.128,1.0,2357.0,16.46
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,1949.0,12.324
320,0,GRB090117640,n1,164.0,-58.2,15.552,1.0,2272.0,15.598
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,3736.0,30.439
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,4985.0,43.1
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,1709.0,9.891
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,4344.0,36.602
222,1,GRB110818860,nb,317.34,-63.98,67.073,1.0,0.0,
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,22024.0,109.696
251,0,GRB141013803,na,315.06,-61.89,82.432,1.0,4467.0,13.013
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,5798.0,20.343
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,3425.0,7.275
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,2849.0,4.103
363,0,GRB110205588,n4,312.69,-55.85,158.72,1.0,6702.0,25.321
223,1,GRB170127067,n4,339.33,-63.94,0.128,0.1,0.0,
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,3703.0,23.551
259,0,GRB171025913,n9,338.24,-61.52,7.936,1.0,207615.0,2211.101
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,3960.0,26.496
325,0,GRB150821406,n9,341.91,-57.89,103.426,1.0,212163.0,2259.923
340,0,GRB080916406,n8,336.3,-57.0,46.337,1.0,162417.0,1725.907
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,221573.0,2360.938
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,195192.0,2077.742
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,256389.0,2734.682
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,208363.0,2219.13
224,1,GRB140508179,n8,350.53,-63.78,19.456,1.0,0.0,
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,228008.0,907.766
257,0,GRB150206285,n2,357.94,-61.61,23.296,1.0,1830.0,7.236
295,0,GRB200617679,n8,359.11,-59.83,1.216,0.1,231985.0,889.364
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,231442.0,891.877
323,0,GRB180620660,n4,357.52,-57.96,46.721,1.0,4081.0,27.039
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,14036.0,114.621
225,1,GRB130523198,n6,39.49,-63.07,5.376,1.0,0.0,
243,0,GRB180625941,n4,39.13,-62.31,0.704,0.1,243894.0,229.208
244,0,GRB170906485,n0,34.86,-62.28,45.568,1.0,12617.0,108.074
311,0,GRB170627931,n6,36.52,-58.7,17.152,1.0,14856.0,128.375
318,0,GRB161020767,n8,32.56,-58.23,22.078,1.0,7393.0,60.707
319,0,GRB160422499,n1,41.26,-58.22,12.288,1.0,41712.0,371.878
358,0,GRB140928437,na,43.7,-55.93,17.92,1.0,10000.0,84.345
226,1,GRB180727594,n9,346.66,-63.05,0.896,0.1,0.0,
259,0,GRB171025913,n9,338.24,-61.52,7.936,1.0,219963.0,2816.915
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,1806.0,2.394
325,0,GRB150821406,n9,341.91,-57.89,103.426,1.0,223132.0,2857.792
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,206553.0,2643.941
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,283589.0,3637.618
227,1,GRB131105087,n7,71.01,-62.98,112.642,1.0,0.0,
230,0,GRB131030653,n7,61.45,-62.8,53.248,1.0,11828.0,41.056
234,0,GRB081204004,n1,63.3,-62.6,7.424,1.0,13948.0,51.053
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,23220.0,94.777
273,0,GRB150514774,n3,74.85,-60.91,10.813,1.0,28422.0,119.308
290,0,GRB130617564,n2,74.73,-60.06,0.768,0.1,186768.0,2500.607
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,17510.0,67.85
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,35399.0,152.21
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,24943.0,102.902
328,0,GRB201120442,n9,78.16,-57.7,3.136,1.0,41289.0,179.985
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,25970.0,107.745
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,12858.0,45.913
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,181690.0,2515.874
228,1,GRB200228291,n0,333.89,-42.94,3.584,1.0,0.0,
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,16326.0,128.439
542,0,GRB120203812,n5,339.3,-46.59,10.24,1.0,10639.0,81.752
551,0,GRB110125894,n0,331.35,-46.21,4.8,1.0,5336.0,38.217
566,0,GRB110817191,n9,336.04,-45.84,5.949,1.0,12864.0,100.018
584,0,GRB170424425,n1,343.53,-45.2,53.249,1.0,7370.0,54.915
590,0,GRB120611108,n9,324.68,-44.79,49.921,1.0,12302.0,95.404
627,0,GRB180124392,n0,330.86,-41.94,86.528,1.0,18007.0,142.239
633,0,GRB170801690,nb,343.18,-41.75,10.24,1.0,5713.0,41.312
646,0,GRB160131116,n5,333.69,-41.44,34.816,1.0,5872.0,42.617
714,0,GRB101224998,n4,325.17,-38.66,18.688,1.0,9655.0,73.674
716,0,GRB110721200,n9,332.46,-38.63,21.822,1.0,6358.0,46.607
720,0,GRB190712018,n8,341.06,-38.41,1.792,0.1,245062.0,73.455
757,0,GRB120222119,n5,340.0,-36.41,29.44,1.0,5858.0,42.502
807,0,GRB090829672,n9,329.23,-34.19,67.585,1.0,29404.0,235.803
229,1,GRB200205845,n0,223.21,-42.78,17.408,1.0,0.0,
465,0,GRB081215880,n2,228.6,-50.7,7.68,1.0,11035.0,82.161
547,0,GRB170308221,na,216.35,-46.33,11.52,1.0,10663.0,79.115
575,0,GRB120919309,n1,214.77,-45.56,21.248,1.0,15998.0,122.807
581,0,GRB110511616,n6,214.1,-45.42,5.888,1.0,4454.0,28.265
591,0,GRB150305724,n8,225.12,-44.74,16.128,1.0,10878.0,80.876
598,0,GRB101004426,n2,232.22,-43.99,161.027,1.0,7436.0,52.687
628,0,GRB190824616,n4,215.33,-41.9,108.546,1.0,35443.0,282.055
630,0,GRB150228845,na,231.32,-41.87,4.125,1.0,7429.0,52.629
640,0,GRB211224980,n0,220.89,-41.57,0.192,0.1,267835.0,874.047
645,0,GRB090117335,n3,227.3,-41.5,27.264,1.0,17386.0,134.174
665,0,GRB191019970,n5,216.34,-40.63,137.73,1.0,34186.0,271.76
667,0,GRB190222312,n8,214.53,-40.53,13.824,1.0,8370.0,60.336
668,0,GRB210202841,n1,232.23,-40.4,17.664,1.0,9331.0,68.206
686,0,GRB110118857,n1,226.57,-39.55,34.561,1.0,2806.0,14.769
709,0,GRB150423285,nb,220.39,-38.84,14.336,1.0,18166.0,140.562
728,0,GRB171207809,n5,219.42,-38.06,25.6,1.0,21478.0,167.686
783,0,GRB150711766,n6,221.63,-35.46,82.177,1.0,29286.0,231.631
839,0,GRB140919636,n1,221.54,-33.18,108.546,1.0,16334.0,125.558
230,1,GRB131030653,n7,61.45,-62.8,53.248,1.0,0.0,
234,0,GRB081204004,n1,63.3,-62.6,7.424,1.0,4432.0,20.209
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,9588.0,57.503
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,33131.0,227.793
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,8158.0,47.159
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,25416.0,171.989
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,165228.0,1533.828
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,15848.0,102.782
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,175744.0,1494.995
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,8687.0,50.986
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,30481.0,208.625
231,1,GRB180602938,n0,86.05,-62.78,0.008,0.1,0.0,
237,0,GRB090717034,n2,92.41,-62.48,65.537,1.0,198586.0,3086.805
261,0,GRB211124104,n7,94.97,-61.43,0.512,0.1,6235.0,64.804
274,0,GRB200630076,n9,91.38,-60.79,7.168,1.0,188706.0,2932.152
280,0,GRB081121858,nb,89.3,-60.6,41.985,1.0,196075.0,3047.5
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,197035.0,3062.527
328,0,GRB201120442,n9,78.16,-57.7,3.136,1.0,249454.0,3883.053
232,1,GRB150403913,n3,311.5,-62.71,22.272,1.0,0.0,
235,0,GRB080905705,nb,301.7,-62.6,105.984,1.0,25434.0,148.465
251,0,GRB141013803,na,315.06,-61.89,82.432,1.0,23139.0,134.342
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,13507.0,75.068
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,17230.0,97.979
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,16807.0,95.376
363,0,GRB110205588,n4,312.69,-55.85,158.72,1.0,27808.0,163.074
371,0,GRB160516237,nb,310.83,-55.33,2.432,1.0,22287.0,129.099
415,0,GRB170317666,n4,308.13,-53.75,212.995,1.0,27283.0,159.843
233,1,GRB140422194,na,164.54,-62.62,361.472,1.0,0.0,
249,0,GRB130406288,n9,157.78,-62.05,7.936,1.0,15479.0,17.208
271,0,GRB081006872,n6,172.2,-61.0,3.328,1.0,23766.0,40.972
320,0,GRB090117640,n1,164.0,-58.2,15.552,1.0,34087.0,70.568
345,0,GRB150824079,n4,167.55,-56.77,13.568,1.0,39977.0,87.457
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,80396.0,203.36
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,16227.0,19.353
419,0,GRB190622368,n0,165.21,-53.62,31.744,1.0,19158.0,27.758
234,1,GRB081204004,n1,63.3,-62.6,7.424,1.0,0.0,
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,3262.0,26.5
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,19991.0,197.369
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,1328.0,6.746
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,7946.0,74.342
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,186622.0,376.374
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,4233.0,36.417
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,197918.0,309.001
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,10977.0,105.3
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,4872.0,42.944
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,11892.0,114.646
235,1,GRB080905705,nb,301.7,-62.6,105.984,1.0,0.0,
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,9306.0,23.766
327,0,GRB200702892,n7,300.44,-57.74,23.04,1.0,33763.0,120.848
335,0,GRB130127299,n0,301.21,-57.21,19.456,1.0,5032.0,6.801
386,0,GRB100715477,n7,299.27,-54.71,14.848,1.0,42713.0,156.375
236,1,GRB141016897,n6,221.45,-62.49,17.405,1.0,0.0,
250,0,GRB170912273,n9,215.46,-62.0,13.568,1.0,12316.0,101.1
252,0,GRB170727841,n9,218.85,-61.84,19.2,1.0,7081.0,54.655
281,0,GRB120511638,n6,226.93,-60.49,45.249,1.0,7996.0,62.773
317,0,GRB111015427,n2,220.65,-58.41,92.737,1.0,9346.0,74.75
237,1,GRB090717034,n2,92.41,-62.48,65.537,1.0,0.0,
261,0,GRB211124104,n7,94.97,-61.43,0.512,0.1,194936.0,1701.987
274,0,GRB200630076,n9,91.38,-60.79,7.168,1.0,11471.0,51.846
280,0,GRB081121858,nb,89.3,-60.6,41.985,1.0,10862.0,48.438
289,0,GRB130701060,na,97.79,-60.13,20.224,1.0,10042.0,43.849
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,9322.0,39.819
377,0,GRB080928628,n3,95.1,-55.2,14.336,1.0,11414.0,51.527
238,1,GRB121217313,n9,153.71,-62.35,828.672,1.0,0.0,
248,0,GRB150802127,n5,151.53,-62.08,313.093,1.0,459658.0,1204.291
249,0,GRB130406288,n9,157.78,-62.05,7.936,1.0,621856.0,1639.092
265,0,GRB080719529,n6,153.2,-61.3,16.128,1.0,344974.0,896.859
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,348443.0,906.159
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,449705.0,1177.61
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,406675.0,1062.26
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,495637.0,1300.739
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,449173.0,582.103
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,417715.0,1091.855
239,1,GRB110521478,n2,57.54,-62.34,6.141,1.0,0.0,
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,14241.0,125.022
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,5932.0,48.363
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,198653.0,258.925
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,4316.0,33.454
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,210207.0,197.898
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,5369.0,43.169
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,5267.0,42.228
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,5949.0,48.52
240,1,GRB191031780,n6,115.86,-62.34,77.825,1.0,0.0,
247,0,GRB160528276,n2,114.5,-62.11,7.168,1.0,6831.0,20.467
288,0,GRB140716436,n4,108.17,-60.18,168.253,1.0,9679.0,33.771
347,0,GRB080916009,n3,119.8,-56.6,62.977,1.0,24026.0,100.792
395,0,GRB100201588,n9,115.67,-54.35,141.059,1.0,12123.0,45.188
241,1,GRB111003465,n3,276.76,-62.32,16.64,1.0,0.0,
253,0,GRB210119121,n0,282.8,-61.8,0.048,0.1,189165.0,603.427
277,0,GRB161106786,n1,284.53,-60.65,12.544,1.0,8936.0,63.199
300,0,GRB120909070,n8,275.74,-59.45,112.066,1.0,21041.0,160.121
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,11157.0,80.982
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,17441.0,131.296
324,0,GRB090510325,nb,269.4,-57.9,7.424,1.0,11687.0,85.225
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,12909.0,95.01
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,12424.0,91.126
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,7387.0,50.796
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,10660.0,77.002
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,201920.0,548.258
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,9824.0,70.309
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,10365.0,74.64
243,1,GRB180625941,n4,39.13,-62.31,0.704,0.1,0.0,
244,0,GRB170906485,n0,34.86,-62.28,45.568,1.0,203303.0,2716.182
311,0,GRB170627931,n6,36.52,-58.7,17.152,1.0,168688.0,2250.296
318,0,GRB161020767,n8,32.56,-58.23,22.078,1.0,198097.0,2646.114
319,0,GRB160422499,n1,41.26,-58.22,12.288,1.0,234240.0,3132.565
358,0,GRB140928437,na,43.7,-55.93,17.92,1.0,187912.0,2509.033
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,183547.0,2450.284
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,204466.0,2731.835
244,1,GRB170906485,n0,34.86,-62.28,45.568,1.0,0.0,
246,0,GRB171004857,nb,26.56,-62.11,8.192,1.0,2064.0,4.285
311,0,GRB170627931,n6,36.52,-58.7,17.152,1.0,4956.0,26.344
318,0,GRB161020767,n8,32.56,-58.23,22.078,1.0,4111.0,19.899
319,0,GRB160422499,n1,41.26,-58.22,12.288,1.0,56462.0,419.204
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,2761.0,9.601
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,2344.0,6.421
245,1,GRB110929187,n9,288.19,-62.21,5.12,1.0,0.0,
253,0,GRB210119121,n0,282.8,-61.8,0.048,0.1,229867.0,298.076
277,0,GRB161106786,n1,284.53,-60.65,12.544,1.0,1272.0,5.166
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,9149.0,75.967
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,12403.0,105.215
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,18462.0,159.675
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,7623.0,62.251
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,14313.0,122.383
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,240347.0,242.1
246,1,GRB171004857,nb,26.56,-62.11,8.192,1.0,0.0,
297,0,GRB171112868,na,20.47,-59.68,302.789,1.0,15625.0,140.693
318,0,GRB161020767,n8,32.56,-58.23,22.078,1.0,2911.0,20.901
352,0,GRB181227262,n2,24.22,-56.12,13.184,1.0,72030.0,672.142
379,0,GRB120331055,n5,26.37,-54.84,16.384,1.0,1144.0,4.253
398,0,GRB090308734,n3,21.9,-54.3,1.664,0.1,189428.0,354.102
247,1,GRB160528276,n2,114.5,-62.11,7.168,1.0,0.0,
288,0,GRB140716436,n4,108.17,-60.18,168.253,1.0,6357.0,71.647
347,0,GRB080916009,n3,119.8,-56.6,62.977,1.0,47079.0,582.615
395,0,GRB100201588,n9,115.67,-54.35,141.059,1.0,24380.0,297.794
248,1,GRB150802127,n5,151.53,-62.08,313.093,1.0,0.0,
249,0,GRB130406288,n9,157.78,-62.05,7.936,1.0,33370.0,93.711
265,0,GRB080719529,n6,153.2,-61.3,16.128,1.0,59076.0,188.7
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,32756.0,91.442
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,12614.0,17.013
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,20781.0,47.192
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,376265.0,4586.892
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,12388.0,16.178
249,1,GRB130406288,n9,157.78,-62.05,7.936,1.0,0.0,
265,0,GRB080719529,n6,153.2,-61.3,16.128,1.0,17830.0,165.359
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,16546.0,152.886
320,0,GRB090117640,n1,164.0,-58.2,15.552,1.0,10039.0,89.675
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,12617.0,114.718
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,8130.0,71.131
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,16113.0,148.679
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,6392.0,54.247
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,11140.0,100.37
250,1,GRB170912273,n9,215.46,-62.0,13.568,1.0,0.0,
252,0,GRB170727841,n9,218.85,-61.84,19.2,1.0,7096.0,48.46
254,0,GRB170112970,n0,207.76,-61.77,7.36,1.0,9436.0,66.943
262,0,GRB140115863,n4,210.03,-61.41,14.909,1.0,6236.0,41.666
317,0,GRB111015427,n2,220.65,-58.41,92.737,1.0,17573.0,131.217
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,7892.0,54.747
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,9795.0,69.779
251,1,GRB141013803,na,315.06,-61.89,82.432,1.0,0.0,
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,4575.0,12.336
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,5059.0,15.063
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,5092.0,15.249
363,0,GRB110205588,n4,312.69,-55.85,158.72,1.0,4777.0,13.474
371,0,GRB160516237,nb,310.83,-55.33,2.432,1.0,4254.0,10.527
252,1,GRB170727841,n9,218.85,-61.84,19.2,1.0,0.0,
262,0,GRB140115863,n4,210.03,-61.41,14.909,1.0,2742.0,15.557
281,0,GRB120511638,n6,226.93,-60.49,45.249,1.0,2227.0,10.942
317,0,GRB111015427,n2,220.65,-58.41,92.737,1.0,6138.0,45.994
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,1195.0,1.693
253,1,GRB210119121,n0,282.8,-61.8,0.048,0.1,0.0,
277,0,GRB161106786,n1,284.53,-60.65,12.544,1.0,229209.0,2889.343
300,0,GRB120909070,n8,275.74,-59.45,112.066,1.0,160231.0,2013.739
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,267208.0,3371.701
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,318396.0,4021.479
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,198036.0,2493.634
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,234295.0,2953.905
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,213384.0,2688.461
372,0,GRB101224578,n1,289.14,-55.25,44.737,1.0,170146.0,2139.6
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,6463.0,53.908
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,222119.0,2799.343
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,221337.0,2789.416
254,1,GRB170112970,n0,207.76,-61.77,7.36,1.0,0.0,
262,0,GRB140115863,n4,210.03,-61.41,14.909,1.0,2013.0,13.214
275,0,GRB091231206,n3,199.36,-60.7,42.561,1.0,10589.0,98.353
313,0,GRB140710901,na,204.65,-58.59,11.52,1.0,1242.0,5.559
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,4558.0,38.479
362,0,GRB160829334,n6,200.89,-55.88,0.512,0.1,197816.0,329.957
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,1590.0,9.014
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,2830.0,21.324
255,1,GRB190531840,n3,24.37,-41.97,38.145,1.0,0.0,
454,0,GRB101014175,n7,26.94,-51.07,449.415,1.0,390580.0,2000.256
501,0,GRB120314412,n0,17.89,-48.73,1.28,0.1,296587.0,1163.035
505,0,GRB160223670,n2,18.11,-48.54,288.005,1.0,80778.0,405.519
523,0,GRB081226509,n6,25.5,-47.4,0.192,0.1,281990.0,1207.692
567,0,GRB141112539,na,17.4,-45.81,335.876,1.0,69737.0,348.685
573,0,GRB120926753,n8,24.61,-45.58,3.072,1.0,50663.0,250.499
592,0,GRB140817229,n8,29.05,-44.48,26.112,1.0,53967.0,267.507
642,0,GRB210605215,n4,21.67,-41.51,0.448,0.1,285489.0,1196.987
644,0,GRB090327404,n1,33.1,-41.5,14.08,1.0,41496.0,203.311
657,0,GRB180122129,n4,26.43,-41.06,4.352,1.0,40405.0,197.695
661,0,GRB150817251,n8,31.05,-41.0,13.312,1.0,29187.0,139.95
701,0,GRB100625773,n4,15.79,-39.09,0.24,0.1,279812.0,1214.355
718,0,GRB150712846,na,20.25,-38.46,59.648,1.0,62053.0,309.131
762,0,GRB140110263,n7,28.9,-36.26,9.472,1.0,34115.0,165.317
809,0,GRB081222204,n1,22.7,-34.1,18.88,1.0,18811.0,86.538
829,0,GRB091101143,na,29.8,-33.68,10.688,1.0,17183.0,78.158
256,1,GRB150228981,n6,7.55,-61.73,36.609,1.0,0.0,
293,0,GRB180505540,n8,4.51,-59.89,21.76,1.0,39163.0,263.251
314,0,GRB150306993,n4,0.63,-58.55,18.944,1.0,28047.0,185.771
370,0,GRB201021852,n7,12.55,-55.39,35.328,1.0,7040.0,39.35
257,1,GRB150206285,n2,357.94,-61.61,23.296,1.0,0.0,
295,0,GRB200617679,n8,359.11,-59.83,1.216,0.1,236895.0,822.405
323,0,GRB180620660,n4,357.52,-57.96,46.721,1.0,3439.0,16.21
441,0,GRB160316139,n4,355.33,-52.38,17.152,1.0,7923.0,47.701
258,1,GRB151231443,nb,65.63,-61.54,71.425,1.0,0.0,
273,0,GRB150514774,n3,74.85,-60.91,10.813,1.0,11929.0,45.807
290,0,GRB130617564,n2,74.73,-60.06,0.768,0.1,237539.0,1763.046
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,18362.0,76.955
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,14939.0,60.381
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,232451.0,1776.141
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,15429.0,62.754
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,9376.0,33.445
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,19484.0,82.388
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,13839.0,55.055
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,230853.0,1780.253
259,1,GRB171025913,n9,338.24,-61.52,7.936,1.0,0.0,
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,223319.0,384.001
325,0,GRB150821406,n9,341.91,-57.89,103.426,1.0,19392.0,162.111
340,0,GRB080916406,n8,336.3,-57.0,46.337,1.0,9558.0,76.904
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,1754.0,9.286
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,13495.0,111.016
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,11292.0,91.928
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,780.0,0.846
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,216855.0,418.827
260,1,GRB180822562,n0,185.25,-61.49,152.003,1.0,0.0,
266,0,GRB211107848,n4,183.42,-61.22,8.384,1.0,24663.0,84.293
283,0,GRB130304658,na,178.87,-60.29,23.296,1.0,22657.0,76.077
284,0,GRB190422957,n8,182.12,-60.24,213.252,1.0,18349.0,58.432
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,34140.0,123.109
287,0,GRB080714745,n5,188.1,-60.2,59.649,1.0,6861.0,11.38
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,8873.0,19.621
296,0,GRB190119249,n3,192.24,-59.82,34.304,1.0,12252.0,33.46
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,7401.0,13.592
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,9748.0,23.204
333,0,GRB141222298,n3,178.04,-57.35,2.752,1.0,11210.0,29.192
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,16776.0,51.989
375,0,GRB120510900,nb,186.93,-55.24,62.465,1.0,22905.0,77.092
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,228657.0,3118.643
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,9155.0,20.776
261,1,GRB211124104,n7,94.97,-61.43,0.512,0.1,0.0,
274,0,GRB200630076,n9,91.38,-60.79,7.168,1.0,185366.0,2034.616
280,0,GRB081121858,nb,89.3,-60.6,41.985,1.0,192755.0,2116.459
289,0,GRB130701060,na,97.79,-60.13,20.224,1.0,223488.0,2456.872
322,0,GRB150301818,n6,89.16,-57.98,13.312,1.0,193845.0,2128.533
