Index,Is Reference,Name,Brightest Detector,ra,dec,t90,Binsize,Distance,Sigma
410,0,GRB140605377,n1,121.79,-53.86,0.512,0.1,278624.0,1728.717
428,0,GRB190510120,n0,124.54,-53.07,69.633,1.0,45546.0,188.954
429,0,GRB200709147,n2,119.87,-53.04,51.969,1.0,14620.0,53.006
450,0,GRB150627183,n4,117.49,-51.56,64.577,1.0,58177.0,244.48
455,0,GRB150718656,n1,124.75,-51.04,19.456,1.0,55443.0,232.461
468,0,GRB201207977,n8,124.14,-50.49,17.408,1.0,11036.0,37.251
491,0,GRB210706571,n6,113.95,-49.14,3.84,1.0,23301.0,91.167
502,0,GRB170825784,n4,116.32,-48.72,65.024,1.0,39177.0,160.957
504,0,GRB180416340,n0,116.31,-48.58,103.426,1.0,26353.0,104.583
510,0,GRB160227831,n9,123.43,-48.27,7.68,1.0,14826.0,53.911
348,1,GRB100825287,na,253.44,-56.57,3.328,1.0,0.0,
353,0,GRB161228388,n0,260.67,-56.06,72.704,1.0,6795.0,56.691
406,0,GRB180728728,n6,253.57,-54.03,6.4,1.0,61624.0,564.678
506,0,GRB150820880,n0,258.65,-48.33,5.888,1.0,7287.0,61.249
349,1,GRB200924386,nb,317.3,-56.4,2.816,1.0,0.0,
363,0,GRB110205588,n4,312.69,-55.85,158.72,1.0,8250.0,85.506
371,0,GRB160516237,nb,310.83,-55.33,2.432,1.0,1254.0,7.419
415,0,GRB170317666,n4,308.13,-53.75,212.995,1.0,10431.0,109.849
474,0,GRB120709883,n6,318.4,-50.1,27.328,1.0,8516.0,88.475
483,0,GRB091015129,n5,316.09,-49.5,3.84,1.0,9835.0,103.197
496,0,GRB190916590,na,321.27,-48.9,37.376,1.0,5083.0,50.157
350,1,GRB190409901,n8,229.97,-33.13,1.6,0.1,0.0,
630,0,GRB150228845,na,231.32,-41.87,4.125,1.0,241096.0,2321.139
645,0,GRB090117335,n3,227.3,-41.5,27.264,1.0,356221.0,3437.813
668,0,GRB210202841,n1,232.23,-40.4,17.664,1.0,283349.0,2730.979
686,0,GRB110118857,n1,226.57,-39.55,34.561,1.0,280508.0,2703.422
692,0,GRB120121101,n1,235.67,-39.34,18.432,1.0,245698.0,2365.776
745,0,GRB210102861,n5,235.74,-37.22,83.97,1.0,269535.0,2596.988
778,0,GRB141121414,n0,235.89,-35.6,3.84,1.0,208657.0,2006.491
783,0,GRB150711766,n6,221.63,-35.46,82.177,1.0,206597.0,1986.51
798,0,GRB100910818,n1,238.1,-34.62,13.824,1.0,218037.0,2097.474
802,0,GRB110409179,n7,238.7,-34.32,0.128,0.1,5611.0,43.294
839,0,GRB140919636,n1,221.54,-33.18,108.546,1.0,245728.0,2366.067
885,0,GRB190608009,nb,225.74,-31.42,85.25,1.0,249990.0,2407.407
943,0,GRB160709826,n3,236.11,-28.5,5.44,1.0,226948.0,2183.908
947,0,GRB160221993,n9,232.08,-28.43,11.52,1.0,252817.0,2434.828
951,0,GRB170906039,n3,232.2,-28.26,11.52,1.0,262383.0,2527.615
953,0,GRB121029350,n3,226.77,-28.2,15.808,1.0,267986.0,2581.963
1006,0,GRB210622064,nb,233.12,-26.21,40.704,1.0,255573.0,2461.561
1013,0,GRB120608489,n6,229.98,-26.12,0.96,0.1,3671.0,21.061
1016,0,GRB210117458,n4,226.12,-26.03,12.544,1.0,277283.0,2672.141
1021,0,GRB140628626,na,226.03,-25.83,12.544,1.0,296940.0,2862.807
1026,0,GRB120908938,n4,230.64,-25.79,66.945,1.0,234800.0,2260.069
351,1,GRB120316008,n0,57.02,-56.29,26.624,1.0,0.0,
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,9899.0,62.913
472,0,GRB180404091,n3,53.4,-50.22,80.897,1.0,10566.0,67.745
514,0,GRB151114645,n0,62.14,-47.9,34.816,1.0,8880.0,55.532
352,1,GRB181227262,n2,24.22,-56.12,13.184,1.0,0.0,
379,0,GRB120331055,n5,26.37,-54.84,16.384,1.0,72479.0,372.106
396,0,GRB211116487,n6,14.89,-54.33,14.848,1.0,72459.0,372.001
398,0,GRB090308734,n3,21.9,-54.3,1.664,0.1,287259.0,134.897
454,0,GRB101014175,n7,26.94,-51.07,449.415,1.0,336767.0,1755.192
501,0,GRB120314412,n0,17.89,-48.73,1.28,0.1,286020.0,138.804
505,0,GRB160223670,n2,18.11,-48.54,288.005,1.0,81131.0,417.384
523,0,GRB081226509,n6,25.5,-47.4,0.192,0.1,273535.0,178.18
353,1,GRB161228388,n0,260.67,-56.06,72.704,1.0,0.0,
356,0,GRB111220486,n1,267.6,-56.05,39.041,1.0,25526.0,118.599
406,0,GRB180728728,n6,253.57,-54.03,6.4,1.0,63102.0,310.535
506,0,GRB150820880,n0,258.65,-48.33,5.888,1.0,5024.0,13.875
354,1,GRB210723615,n4,121.72,-32.88,42.753,1.0,0.0,
620,0,GRB210904866,n5,124.65,-42.2,3.904,1.0,10415.0,59.045
710,0,GRB190519309,n2,114.77,-38.81,43.521,1.0,28181.0,177.599
712,0,GRB090117632,n9,121.6,-38.8,86.017,1.0,3967.0,16.017
719,0,GRB170915161,n4,120.26,-38.42,15.613,1.0,7248.0,37.912
730,0,GRB210415284,n6,130.32,-37.94,16.896,1.0,7718.0,41.048
754,0,GRB180816088,n1,126.21,-36.71,34.561,1.0,10266.0,58.051
755,0,GRB140911012,n2,128.39,-36.56,116.736,1.0,5626.0,27.088
767,0,GRB100805845,n5,112.72,-35.93,58.43,1.0,2818.0,8.35
786,0,GRB170923101,n6,120.12,-35.33,46.08,1.0,7918.0,42.383
825,0,GRB130819394,n4,124.72,-33.76,82.689,1.0,6044.0,29.877
831,0,GRB180405169,n3,123.62,-33.5,28.477,1.0,7364.0,38.686
833,0,GRB171223818,n7,115.84,-33.48,0.384,0.1,211654.0,1294.416
861,0,GRB191111347,n1,130.54,-32.47,5.376,1.0,4627.0,20.422
872,0,GRB120711446,n0,127.88,-31.83,87.552,1.0,21184.0,130.907
888,0,GRB120710100,n3,120.39,-31.14,131.84,1.0,11316.0,65.058
890,0,GRB091122163,n6,120.51,-31.13,2.944,1.0,15199.0,90.969
899,0,GRB190719113,n3,123.93,-30.81,84.738,1.0,7798.0,41.582
911,0,GRB160625240,n3,127.13,-30.26,10.752,1.0,1591.0,0.162
987,0,GRB140405033,n0,119.1,-26.89,39.936,1.0,4883.0,22.13
1009,0,GRB090828099,n5,124.38,-26.14,68.417,1.0,9157.0,50.651
1040,0,GRB170514180,n1,122.1,-25.3,103.938,1.0,18539.0,113.257
355,1,GRB211207416,nb,54.32,-32.82,120.322,1.0,0.0,
373,0,GRB211219622,n8,60.48,-30.54,31.741,1.0,13192.0,44.713
392,0,GRB200405394,n2,59.78,-28.63,14.848,1.0,16758.0,60.82
409,0,GRB190114873,n4,54.51,-26.94,116.354,1.0,121814.0,535.32
677,0,GRB130609902,n4,53.77,-40.18,191.491,1.0,33257.0,135.34
694,0,GRB170802638,n7,52.3,-39.21,2.24,1.0,8220.0,22.257
729,0,GRB140706815,n0,49.3,-38.05,43.776,1.0,4568.0,5.762
747,0,GRB120926426,n8,59.72,-37.2,60.161,1.0,17888.0,65.924
773,0,GRB180311074,n5,53.95,-35.77,0.96,0.1,202590.0,2798.373
884,0,GRB180718763,n1,44.68,-31.5,98.306,1.0,26627.0,105.395
988,0,GRB101117496,nb,57.19,-26.87,50.177,1.0,6362.0,13.865
1051,0,GRB121028280,n8,52.56,-25.07,11.008,1.0,15580.0,55.499
1054,0,GRB090909854,n9,54.18,-25.03,1.152,0.1,202833.0,2797.721
1104,0,GRB181010247,n9,52.56,-23.04,9.728,1.0,7193.0,17.618
356,1,GRB111220486,n1,267.6,-56.05,39.041,1.0,0.0,
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,18087.0,81.112
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,21089.0,96.091
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,247373.0,1068.584
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,12063.0,51.053
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,31365.0,147.367
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,20402.0,92.663
357,1,GRB190726843,n8,342.68,-55.98,224.26,1.0,0.0,
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,11805.0,18.706
421,0,GRB210308838,n3,350.48,-53.55,0.384,0.1,281620.0,3834.046
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,280777.0,3835.496
449,0,GRB130830921,n8,350.97,-51.57,36.352,1.0,33696.0,91.752
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,70846.0,215.715
542,0,GRB120203812,n5,339.3,-46.59,10.24,1.0,23857.0,58.922
358,1,GRB140928437,na,43.7,-55.93,17.92,1.0,0.0,
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,1727.0,7.279
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,3469.0,22.345
439,0,GRB150508945,n3,45.93,-52.45,113.92,1.0,7394.0,56.29
443,0,GRB120420249,n2,47.89,-52.19,25.6,1.0,4310.0,29.618
513,0,GRB180605458,n1,47.51,-48.02,24.064,1.0,8377.0,64.791
531,0,GRB161119633,n9,47.19,-47.21,77.824,1.0,10684.0,84.743
359,1,GRB210807525,n6,256.22,-32.18,8.704,1.0,0.0,
402,0,GRB210411146,n8,259.39,-27.41,42.497,1.0,9761.0,71.17
705,0,GRB090316311,nb,256.1,-38.9,10.24,1.0,16423.0,124.455
738,0,GRB200914534,n3,256.36,-37.59,65.281,1.0,23813.0,183.562
753,0,GRB091112737,n4,257.73,-36.72,24.576,1.0,26399.0,204.246
763,0,GRB150726877,n7,264.38,-36.2,46.849,1.0,4852.0,31.906
766,0,GRB090531775,n9,252.06,-36.05,0.768,0.1,323931.0,531.247
768,0,GRB210318131,na,264.23,-35.82,24.32,1.0,13884.0,104.147
776,0,GRB180606730,n8,261.65,-35.67,6.08,1.0,16455.0,124.711
779,0,GRB100504806,nb,255.58,-35.6,16.512,1.0,16053.0,121.495
788,0,GRB200101861,n5,257.43,-35.06,9.984,1.0,33239.0,258.955
792,0,GRB180910352,n0,263.68,-34.94,0.256,0.1,317257.0,563.138
810,0,GRB141110232,n0,253.13,-34.09,36.608,1.0,36250.0,283.038
815,0,GRB190821716,n8,250.08,-34.02,59.904,1.0,38562.0,301.53
851,0,GRB170429799,nb,259.71,-32.77,220.163,1.0,145932.0,1160.311
882,0,GRB210401970,n8,263.07,-31.58,301.061,1.0,78313.0,619.472
946,0,GRB090621417,n9,257.49,-28.46,27.009,1.0,8650.0,62.284
954,0,GRB090418816,n7,262.8,-28.2,0.32,0.1,315713.0,570.516
1017,0,GRB191227723,n5,258.17,-26.01,0.208,0.1,311625.0,590.051
1098,0,GRB080831921,na,259.1,-23.2,74.497,1.0,13861.0,103.963
1116,0,GRB160921087,n8,256.95,-22.68,48.897,1.0,29002.0,225.066
361,1,GRB160827586,n4,155.16,-55.91,51.2,1.0,0.0,
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,5730.0,22.81
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,9515.0,44.222
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,2775.0,6.094
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,226736.0,1517.771
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,1460.0,1.345
461,0,GRB160905471,n0,162.24,-50.8,33.537,1.0,12751.0,62.527
471,0,GRB140608153,n9,151.22,-50.26,71.681,1.0,5604.0,22.098
488,0,GRB101227536,n7,150.87,-49.44,28.864,1.0,3461.0,9.975
546,0,GRB150908408,n1,157.13,-46.43,60.928,1.0,19480.0,100.592
362,1,GRB160829334,n6,200.89,-55.88,0.512,0.1,0.0,
381,0,GRB090720710,n1,203.0,-54.8,10.752,1.0,192455.0,2490.312
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,2050.0,5.304
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,273565.0,3548.571
433,0,GRB120521380,na,197.02,-52.74,91.134,1.0,240888.0,3122.227
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,183776.0,2377.075
479,0,GRB200311636,n8,203.99,-49.68,52.481,1.0,307146.0,3986.71
534,0,GRB170906030,n4,203.96,-47.1,78.849,1.0,300441.0,3899.228
536,0,GRB090706283,n0,205.07,-47.07,57.857,1.0,168741.0,2180.91
541,0,GRB130403866,n8,199.9,-46.68,22.784,1.0,178105.0,2303.084
363,1,GRB110205588,n4,312.69,-55.85,158.72,1.0,0.0,
371,0,GRB160516237,nb,310.83,-55.33,2.432,1.0,9632.0,28.455
415,0,GRB170317666,n4,308.13,-53.75,212.995,1.0,26486.0,117.607
474,0,GRB120709883,n6,318.4,-50.1,27.328,1.0,11989.0,40.923
483,0,GRB091015129,n5,316.09,-49.5,3.84,1.0,90813.0,457.876
364,1,GRB140506880,n5,276.77,-55.64,64.128,1.0,0.0,
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,5863.0,22.989
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,228715.0,2233.444
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,223650.0,2250.927
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,20180.0,108.833
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,2908.0,5.271
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,8748.0,40.287
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,4059.0,12.173
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,27292.0,151.476
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,12264.0,61.369
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,27807.0,154.564
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,9210.0,43.058
549,0,GRB120304248,n4,277.28,-46.22,5.376,1.0,11664.0,57.772
365,1,GRB190720964,n3,138.87,-55.59,10.496,1.0,0.0,
390,0,GRB120728934,n4,137.1,-54.44,32.768,1.0,5172.0,40.642
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,244130.0,414.086
466,0,GRB210201567,n8,144.98,-50.67,39.68,1.0,2652.0,17.213
537,0,GRB171119992,n2,135.51,-46.99,26.369,1.0,9734.0,83.056
366,1,GRB200323782,n6,156.47,-55.54,2.112,1.0,0.0,
383,0,GRB161020024,n4,161.03,-54.77,12.288,1.0,7093.0,63.999
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,4772.0,41.254
405,0,GRB110227009,n8,148.72,-54.04,1.728,0.1,210533.0,28.526
419,0,GRB190622368,n0,165.21,-53.62,31.744,1.0,5011.0,43.597
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,5353.0,46.948
461,0,GRB160905471,n0,162.24,-50.8,33.537,1.0,11970.0,111.791
471,0,GRB140608153,n9,151.22,-50.26,71.681,1.0,10970.0,101.992
488,0,GRB101227536,n7,150.87,-49.44,28.864,1.0,5469.0,48.085
546,0,GRB150908408,n1,157.13,-46.43,60.928,1.0,12197.0,114.016
367,1,GRB150425617,n6,214.23,-55.5,4.352,1.0,0.0,
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,29892.0,291.035
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,214342.0,226.269
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,4109.0,34.623
484,0,GRB130121835,n8,211.31,-49.49,178.691,1.0,19494.0,187.627
547,0,GRB170308221,na,216.35,-46.33,11.52,1.0,13638.0,129.389
575,0,GRB120919309,n1,214.77,-45.56,21.248,1.0,11017.0,103.323
368,1,GRB190129515,n5,11.46,-31.89,8.704,1.0,0.0,
701,0,GRB100625773,n4,15.79,-39.09,0.24,0.1,272399.0,509.32
735,0,GRB110702187,nb,5.62,-37.66,34.369,1.0,6173.0,44.711
736,0,GRB150201574,n3,11.83,-37.62,15.616,1.0,53162.0,436.731
737,0,GRB150201590,n6,11.83,-37.62,25.6,1.0,19477.0,155.703
743,0,GRB100118100,n2,9.26,-37.37,9.216,1.0,11743.0,91.18
777,0,GRB150527662,n1,10.8,-35.6,63.233,1.0,29500.0,239.323
800,0,GRB101219686,n7,12.23,-34.57,51.009,1.0,12929.0,101.075
822,0,GRB081213173,n1,12.9,-33.9,0.256,0.1,274308.0,500.172
852,0,GRB140901821,nb,15.82,-32.76,0.176,0.1,275162.0,496.08
864,0,GRB110505203,n0,16.81,-32.3,4.096,1.0,11125.0,86.024
873,0,GRB201016136,na,7.98,-31.82,165.123,1.0,50587.0,415.248
902,0,GRB151218857,n2,9.45,-30.73,3.328,1.0,1393.0,4.832
908,0,GRB170127634,n3,19.98,-30.36,1.728,0.1,297800.0,387.599
912,0,GRB150426594,n5,17.64,-30.23,22.528,1.0,12754.0,99.615
919,0,GRB111221739,n2,10.16,-29.77,27.136,1.0,14446.0,113.731
970,0,GRB110921912,n9,17.97,-27.75,17.664,1.0,16818.0,133.52
978,0,GRB160419637,n5,16.42,-27.34,24.32,1.0,21249.0,170.487
981,0,GRB081028538,na,16.0,-27.2,13.312,1.0,16234.0,128.648
1002,0,GRB120817168,n7,8.31,-26.43,0.16,0.1,263934.0,549.884
1014,0,GRB180128215,n3,12.26,-26.1,0.208,0.1,274118.0,501.083
1041,0,GRB200415367,n1,11.88,-25.26,0.144,0.1,272763.0,507.576
1073,0,GRB081221681,n2,15.8,-24.5,29.697,1.0,27319.0,221.128
1117,0,GRB090621447,n8,12.27,-22.58,26.112,1.0,15807.0,125.085
369,1,GRB121112806,n9,78.98,-55.44,1.28,0.1,0.0,
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,2681.0,14.709
411,0,GRB150601904,n6,79.67,-53.82,0.768,0.1,3609.0,26.756
447,0,GRB100620119,n6,80.1,-51.68,51.841,1.0,200812.0,2400.546
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,195593.0,2337.667
493,0,GRB200505994,n6,81.07,-48.96,9.984,1.0,191087.0,2283.378
370,1,GRB201021852,n7,12.55,-55.39,35.328,1.0,0.0,
396,0,GRB211116487,n6,14.89,-54.33,14.848,1.0,1502.0,1.972
398,0,GRB090308734,n3,21.9,-54.3,1.664,0.1,190043.0,1145.891
473,0,GRB091207333,n9,12.67,-50.19,27.073,1.0,8644.0,60.368
501,0,GRB120314412,n0,17.89,-48.73,1.28,0.1,189352.0,1148.616
505,0,GRB160223670,n2,18.11,-48.54,288.005,1.0,15890.0,119.613
525,0,GRB181020792,n7,13.98,-47.38,15.104,1.0,12541.0,92.231
556,0,GRB180718201,n8,11.38,-46.12,7.168,1.0,11548.0,84.112
571,0,GRB110228011,n5,10.27,-45.67,44.481,1.0,14194.0,105.746
371,1,GRB160516237,nb,310.83,-55.33,2.432,1.0,0.0,
415,0,GRB170317666,n4,308.13,-53.75,212.995,1.0,11286.0,137.908
474,0,GRB120709883,n6,318.4,-50.1,27.328,1.0,9560.0,115.745
483,0,GRB091015129,n5,316.09,-49.5,3.84,1.0,10764.0,131.205
540,0,GRB150604284,n9,306.27,-46.72,52.736,1.0,9271.0,112.034
560,0,GRB100918863,nb,308.41,-45.96,88.834,1.0,46295.0,587.433
562,0,GRB170402961,n1,307.92,-45.93,22.528,1.0,1399.0,10.956
373,1,GRB211219622,n8,60.48,-30.54,31.741,1.0,0.0,
392,0,GRB200405394,n2,59.78,-28.63,14.848,1.0,2318.0,7.379
409,0,GRB190114873,n4,54.51,-26.94,116.354,1.0,124052.0,878.667
747,0,GRB120926426,n8,59.72,-37.2,60.161,1.0,3360.0,14.837
773,0,GRB180311074,n5,53.95,-35.77,0.96,0.1,216172.0,1235.083
821,0,GRB120119354,n6,65.96,-33.92,16.896,1.0,5664.0,31.327
866,0,GRB120526303,n4,66.28,-32.23,43.649,1.0,6846.0,39.787
903,0,GRB170711019,n3,66.69,-30.69,15.104,1.0,5392.0,29.38
988,0,GRB101117496,nb,57.19,-26.87,50.177,1.0,4229.0,21.056
1051,0,GRB121028280,n8,52.56,-25.07,11.008,1.0,14543.0,94.877
1054,0,GRB090909854,n9,54.18,-25.03,1.152,0.1,216671.0,1233.048
1108,0,GRB180724984,n2,58.49,-22.95,4.608,1.0,3925.0,18.881
1120,0,GRB180826055,n9,62.46,-22.45,290.565,1.0,19951.0,133.584
375,1,GRB120510900,nb,186.93,-55.24,62.465,1.0,0.0,
407,0,GRB200714344,n8,190.43,-53.95,0.96,0.1,264035.0,2009.146
418,0,GRB110930564,n5,187.31,-53.66,37.889,1.0,4241.0,11.103
426,0,GRB210427206,na,177.32,-53.36,18.688,1.0,11746.0,51.224
432,0,GRB141215560,n4,179.06,-52.74,11.264,1.0,10681.0,45.53
538,0,GRB170115743,n1,189.12,-46.85,44.288,1.0,17879.0,84.01
376,1,GRB130228212,na,240.75,-55.21,15.677,1.0,0.0,
414,0,GRB150913161,n6,241.05,-53.79,20.992,1.0,5751.0,32.746
452,0,GRB160909061,n9,242.68,-51.16,18.432,1.0,7888.0,47.649
478,0,GRB121205507,n0,238.59,-49.71,2.816,1.0,7880.0,47.593
500,0,GRB100424729,n8,246.72,-48.85,175.363,1.0,11808.0,74.987
503,0,GRB150301045,n4,244.29,-48.7,0.416,0.1,246966.0,705.484
507,0,GRB200207058,n4,244.09,-48.3,15.616,1.0,4569.0,24.503
508,0,GRB130919985,n5,242.22,-48.29,17.408,1.0,21276.0,141.015
517,0,GRB150313657,nb,237.86,-47.85,5.12,1.0,5177.0,28.743
520,0,GRB080815917,na,240.9,-47.8,0.832,0.1,255016.0,671.106
528,0,GRB120801920,n4,245.73,-47.37,479.239,1.0,288268.0,2002.972
545,0,GRB090320418,n7,238.0,-46.5,7.936,1.0,8974.0,55.223
377,1,GRB080928628,n3,95.1,-55.2,14.336,1.0,0.0,
384,0,GRB210315716,n7,98.77,-54.76,5.632,1.0,1865.0,8.219
412,0,GRB211222768,n9,103.45,-53.82,1.024,0.1,219894.0,616.364
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,7126.0,52.361
456,0,GRB220408311,n6,92.48,-50.97,32.513,1.0,18431.0,147.215
464,0,GRB110706477,n6,94.15,-50.77,73.217,1.0,10712.0,82.449
495,0,GRB110322558,n3,99.04,-48.9,36.097,1.0,3482.0,21.786
497,0,GRB140115899,na,94.86,-48.86,10.496,1.0,3417.0,21.241
378,1,GRB081129161,na,63.2,-54.9,62.657,1.0,0.0,
400,0,GRB211031175,n6,71.98,-54.27,0.128,0.1,236115.0,1949.532
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,15506.0,77.19
476,0,GRB150923864,n7,67.23,-50.01,1.792,0.1,253187.0,1898.91
514,0,GRB151114645,n0,62.14,-47.9,34.816,1.0,27666.0,147.329
379,1,GRB120331055,n5,26.37,-54.84,16.384,1.0,0.0,
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,1773.0,8.707
398,0,GRB090308734,n3,21.9,-54.3,1.664,0.1,194110.0,683.821
454,0,GRB101014175,n7,26.94,-51.07,449.415,1.0,296543.0,2880.902
523,0,GRB081226509,n6,25.5,-47.4,0.192,0.1,182006.0,747.023
573,0,GRB120926753,n8,24.61,-45.58,3.072,1.0,1000.0,1.175
380,1,GRB210204777,n1,272.49,-54.81,32.0,1.0,0.0,
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,252324.0,1356.48
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,8491.0,49.365
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,2319.0,6.657
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,15621.0,98.702
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,1935.0,3.999
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,9099.0,53.572
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,2767.0,9.757
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,10230.0,61.398
549,0,GRB120304248,n4,277.28,-46.22,5.376,1.0,5397.0,27.955
572,0,GRB190607071,nb,271.83,-45.6,37.888,1.0,29593.0,195.384
381,1,GRB090720710,n1,203.0,-54.8,10.752,1.0,0.0,
389,0,GRB210805002,n9,198.32,-54.48,0.832,0.1,197616.0,467.868
403,0,GRB171029020,n5,198.24,-54.25,19.712,1.0,11491.0,90.838
433,0,GRB120521380,na,197.02,-52.74,91.134,1.0,15669.0,126.248
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,194449.0,484.14
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,3151.0,20.153
479,0,GRB200311636,n8,203.99,-49.68,52.481,1.0,22064.0,180.449
484,0,GRB130121835,n8,211.31,-49.49,178.691,1.0,18608.0,151.158
521,0,GRB150830128,n6,207.25,-47.78,44.801,1.0,12392.0,98.475
534,0,GRB170906030,n4,203.96,-47.1,78.849,1.0,29544.0,243.845
535,0,GRB141102536,n1,208.61,-47.1,2.624,1.0,5879.0,43.274
536,0,GRB090706283,n0,205.07,-47.07,57.857,1.0,7393.0,56.106
541,0,GRB130403866,n8,199.9,-46.68,22.784,1.0,4261.0,29.561
382,1,GRB210815100,nb,351.76,-30.16,7.168,1.0,0.0,
413,0,GRB210502295,n4,354.7,-26.69,4.992,1.0,3454.0,29.102
721,0,GRB200103678,n2,355.38,-38.36,9.984,1.0,6472.0,60.046
780,0,GRB100510810,n4,355.8,-35.6,31.169,1.0,7717.0,72.812
799,0,GRB090427688,n2,356.2,-34.6,12.288,1.0,1875.0,12.912
871,0,GRB081206604,n5,353.3,-31.9,7.936,1.0,6846.0,63.881
941,0,GRB140701567,n8,351.45,-28.66,25.088,1.0,9964.0,95.851
982,0,GRB140304849,n5,354.18,-27.03,232.708,1.0,28228.0,283.117
1004,0,GRB170926782,n9,344.12,-26.25,0.896,0.1,139718.0,272.602
1030,0,GRB100421917,n2,350.68,-25.66,62.465,1.0,6435.0,59.667
1036,0,GRB160612842,n0,348.36,-25.38,0.288,0.1,137264.0,287.555
1048,0,GRB100922625,nb,356.98,-25.19,4.352,1.0,2935.0,23.781
1069,0,GRB161228405,n2,358.42,-24.6,50.176,1.0,5835.0,53.515
1081,0,GRB110909116,n2,347.34,-24.22,20.736,1.0,13021.0,127.195
1124,0,GRB130722990,n6,352.41,-22.31,2.304,1.0,6111.0,56.345
1131,0,GRB190107050,n1,353.62,-22.17,67.584,1.0,13809.0,135.275
383,1,GRB161020024,n4,161.03,-54.77,12.288,1.0,0.0,
385,0,GRB190830264,n2,159.2,-54.71,5.376,1.0,7521.0,61.397
419,0,GRB190622368,n0,165.21,-53.62,31.744,1.0,6057.0,48.246
420,0,GRB150422294,n9,156.02,-53.56,30.208,1.0,7955.0,65.296
461,0,GRB160905471,n0,162.24,-50.8,33.537,1.0,18351.0,158.685
462,0,GRB190609315,n6,165.76,-50.79,97.538,1.0,14578.0,124.792
539,0,GRB170208758,n8,166.56,-46.77,7.168,1.0,5247.0,40.97
546,0,GRB150908408,n1,157.13,-46.43,60.928,1.0,2404.0,15.431
589,0,GRB111024722,n4,162.74,-44.94,65.025,1.0,37591.0,331.521
384,1,GRB210315716,n7,98.77,-54.76,5.632,1.0,0.0,
412,0,GRB211222768,n9,103.45,-53.82,1.024,0.1,203900.0,268.151
422,0,GRB220320194,n2,96.91,-53.54,19.968,1.0,9313.0,95.585
456,0,GRB220408311,n6,92.48,-50.97,32.513,1.0,18884.0,200.726
464,0,GRB110706477,n6,94.15,-50.77,73.217,1.0,5676.0,55.632
495,0,GRB110322558,n3,99.04,-48.9,36.097,1.0,2043.0,15.722
497,0,GRB140115899,na,94.86,-48.86,10.496,1.0,3067.0,26.971
385,1,GRB190830264,n2,159.2,-54.71,5.376,1.0,0.0,
